Sexo	Nivel de formación alcanzado	Edad	Periodo	Total
Ambos sexos	Educación primaria	De 35 a 39 años	2022	77,9
Ambos sexos	Educación primaria	De 35 a 39 años	2021	70,3
Ambos sexos	Educación primaria	De 35 a 39 años	2020	61
Ambos sexos	Educación primaria	De 35 a 39 años	2019	81,2
Ambos sexos	Educación primaria	De 35 a 39 años	2018	84,3
Ambos sexos	Educación primaria	De 35 a 39 años	2017	83,6
Ambos sexos	Educación primaria	De 35 a 39 años	2016	88,8
Ambos sexos	Educación primaria	De 35 a 39 años	2015	80,5
Ambos sexos	Educación primaria	De 35 a 39 años	2014	86,1
Ambos sexos	Educación primaria	De 40 a 44 años	2023	90,2
Ambos sexos	Educación primaria	De 40 a 44 años	2022	81,1
Ambos sexos	Educación primaria	De 40 a 44 años	2021	81,7
Ambos sexos	Educación primaria	De 40 a 44 años	2020	80,9
Ambos sexos	Educación primaria	De 40 a 44 años	2019	85,5
Ambos sexos	Educación primaria	De 40 a 44 años	2018	102,9
Ambos sexos	Educación primaria	De 40 a 44 años	2017	99,3
Ambos sexos	Educación primaria	De 40 a 44 años	2016	82,2
Ambos sexos	Educación primaria	De 40 a 44 años	2015	91
Ambos sexos	Educación primaria	De 40 a 44 años	2014	98,9
Ambos sexos	Educación primaria	De 45 a 49 años	2023	106,8
Ambos sexos	Educación primaria	De 45 a 49 años	2022	87,2
Ambos sexos	Educación primaria	De 45 a 49 años	2021	95,4
Ambos sexos	Educación primaria	De 45 a 49 años	2020	93,9
Ambos sexos	Educación primaria	De 45 a 49 años	2019	97,9
Ambos sexos	Educación primaria	De 45 a 49 años	2018	102,2
Ambos sexos	Educación primaria	De 45 a 49 años	2017	104,1
Ambos sexos	Educación primaria	De 45 a 49 años	2016	106
Ambos sexos	Educación primaria	De 45 a 49 años	2015	106,4
Ambos sexos	Educación primaria	De 45 a 49 años	2014	112
Ambos sexos	Educación primaria	De 50 a 54 años	2023	106,9
Ambos sexos	Educación primaria	De 50 a 54 años	2022	85,5
Ambos sexos	Educación primaria	De 50 a 54 años	2021	106,7
Ambos sexos	Educación primaria	De 50 a 54 años	2020	97,4
Ambos sexos	Educación primaria	De 50 a 54 años	2019	116,2
Ambos sexos	Educación primaria	De 50 a 54 años	2018	119,6
Ambos sexos	Educación primaria	De 50 a 54 años	2017	124,4
Ambos sexos	Educación primaria	De 50 a 54 años	2016	125,1
Ambos sexos	Educación primaria	De 50 a 54 años	2015	143,1
Ambos sexos	Educación primaria	De 50 a 54 años	2014	161,7
Ambos sexos	Educación primaria	De 55 a 59 años	2023	103,2
Ambos sexos	Educación primaria	De 55 a 59 años	2022	102,2
Ambos sexos	Educación primaria	De 55 a 59 años	2021	103,9
Ambos sexos	Educación primaria	De 55 a 59 años	2020	117,1
Ambos sexos	Educación primaria	De 55 a 59 años	2019	139,7
Ambos sexos	Educación primaria	De 55 a 59 años	2018	150,7
Ambos sexos	Educación primaria	De 55 a 59 años	2017	172,1
Ambos sexos	Educación primaria	De 55 a 59 años	2016	183,1
Ambos sexos	Educación primaria	De 55 a 59 años	2015	182,3
Ambos sexos	Educación primaria	De 55 a 59 años	2014	206,4
Ambos sexos	Educación primaria	De 60 a 64 años	2023	96,5
Ambos sexos	Educación primaria	De 60 a 64 años	2022	104,1
Ambos sexos	Educación primaria	De 60 a 64 años	2021	98,2
Ambos sexos	Educación primaria	De 60 a 64 años	2020	120,8
Ambos sexos	Educación primaria	De 60 a 64 años	2019	148,4
Ambos sexos	Educación primaria	De 60 a 64 años	2018	153,1
Ambos sexos	Educación primaria	De 60 a 64 años	2017	159,1
Ambos sexos	Educación primaria	De 60 a 64 años	2016	167,5
Ambos sexos	Educación primaria	De 60 a 64 años	2015	165,8
Ambos sexos	Educación primaria	De 60 a 64 años	2014	175
Ambos sexos	Educación primaria	De 65 a 69 años	2023	29,8
Ambos sexos	Educación primaria	De 65 a 69 años	2022	27,9
Ambos sexos	Educación primaria	De 65 a 69 años	2021	24,9
Ambos sexos	Educación primaria	De 65 a 69 años	2020	22
Ambos sexos	Educación primaria	De 65 a 69 años	2019	20,5
Ambos sexos	Educación primaria	De 65 a 69 años	2018	24,9
Ambos sexos	Educación primaria	De 65 a 69 años	2017	25
Ambos sexos	Educación primaria	De 65 a 69 años	2016	24,3
Ambos sexos	Educación primaria	De 65 a 69 años	2015	25,6
Ambos sexos	Educación primaria	De 65 a 69 años	2014	22,3
Ambos sexos	Educación primaria	70 y más años	2023	8,1
Ambos sexos	Educación primaria	70 y más años	2022	5,9
Ambos sexos	Educación primaria	70 y más años	2021	7,5
Ambos sexos	Educación primaria	70 y más años	2020	8,5
Ambos sexos	Educación primaria	70 y más años	2019	8,1
Ambos sexos	Educación primaria	70 y más años	2018	8,6
Ambos sexos	Educación primaria	70 y más años	2017	10,2
Ambos sexos	Educación primaria	70 y más años	2016	7,4
Ambos sexos	Educación primaria	70 y más años	2015	6,3
Ambos sexos	Educación primaria	70 y más años	2014	7,8
Ambos sexos	Primera etapa de educación secundaria y similar	Total	2023	5.339,1
Ambos sexos	Primera etapa de educación secundaria y similar	Total	2022	5.237,3
Ambos sexos	Primera etapa de educación secundaria y similar	Total	2021	5.027,3
Ambos sexos	Primera etapa de educación secundaria y similar	Total	2020	4.951,9
Ambos sexos	Primera etapa de educación secundaria y similar	Total	2019	5.322,7
Ambos sexos	Primera etapa de educación secundaria y similar	Total	2018	5.263,7
Ambos sexos	Primera etapa de educación secundaria y similar	Total	2017	5.156,2
Ambos sexos	Primera etapa de educación secundaria y similar	Total	2016	5.032,5
Ambos sexos	Primera etapa de educación secundaria y similar	Total	2015	4.892,1
Ambos sexos	Primera etapa de educación secundaria y similar	Total	2014	4.695,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 16 a 19 años	2023	74,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 16 a 19 años	2022	64,6
Ambos sexos	Primera etapa de educación secundaria y similar	De 16 a 19 años	2021	52,6
Ambos sexos	Primera etapa de educación secundaria y similar	De 16 a 19 años	2020	54,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 16 a 19 años	2019	74,6
Ambos sexos	Primera etapa de educación secundaria y similar	De 16 a 19 años	2018	71
Ambos sexos	Primera etapa de educación secundaria y similar	De 16 a 19 años	2017	63,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 16 a 19 años	2016	53,9
Ambos sexos	Primera etapa de educación secundaria y similar	De 16 a 19 años	2015	48
Ambos sexos	Primera etapa de educación secundaria y similar	De 16 a 19 años	2014	45,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 20 a 24 años	2023	204,8
Ambos sexos	Primera etapa de educación secundaria y similar	De 20 a 24 años	2022	198,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 20 a 24 años	2021	171,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 20 a 24 años	2020	181
Ambos sexos	Primera etapa de educación secundaria y similar	De 20 a 24 años	2019	241,6
Ambos sexos	Primera etapa de educación secundaria y similar	De 20 a 24 años	2018	233,3
Ambos sexos	Primera etapa de educación secundaria y similar	De 20 a 24 años	2017	224,8
Ambos sexos	Primera etapa de educación secundaria y similar	De 20 a 24 años	2016	202,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 20 a 24 años	2015	213,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 20 a 24 años	2014	201,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 25 a 29 años	2023	311,6
Ambos sexos	Primera etapa de educación secundaria y similar	De 25 a 29 años	2022	310,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 25 a 29 años	2021	285,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 25 a 29 años	2020	283,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 25 a 29 años	2019	348,9
Ambos sexos	Primera etapa de educación secundaria y similar	De 25 a 29 años	2018	370,9
Ambos sexos	Primera etapa de educación secundaria y similar	De 25 a 29 años	2017	390,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 25 a 29 años	2016	391,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 25 a 29 años	2015	375,6
Ambos sexos	Primera etapa de educación secundaria y similar	De 25 a 29 años	2014	421,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 30 a 34 años	2023	431,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 30 a 34 años	2022	444,3
Ambos sexos	Primera etapa de educación secundaria y similar	De 30 a 34 años	2021	445,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 30 a 34 años	2020	460,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 30 a 34 años	2019	528,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 30 a 34 años	2018	554,9
Ambos sexos	Primera etapa de educación secundaria y similar	De 30 a 34 años	2017	553,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 30 a 34 años	2016	580,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 30 a 34 años	2015	569,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 30 a 34 años	2014	553,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 35 a 39 años	2023	611,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 35 a 39 años	2022	594,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 35 a 39 años	2021	596,3
Ambos sexos	Primera etapa de educación secundaria y similar	De 35 a 39 años	2020	580,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 35 a 39 años	2019	646,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 35 a 39 años	2018	653,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 35 a 39 años	2017	651,8
Ambos sexos	Primera etapa de educación secundaria y similar	De 35 a 39 años	2016	647,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 35 a 39 años	2015	636,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 35 a 39 años	2014	618,9
Ambos sexos	Primera etapa de educación secundaria y similar	De 40 a 44 años	2023	737,9
Ambos sexos	Primera etapa de educación secundaria y similar	De 40 a 44 años	2022	718,3
Ambos sexos	Primera etapa de educación secundaria y similar	De 40 a 44 años	2021	691,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 40 a 44 años	2020	672,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 40 a 44 años	2019	753,8
Ambos sexos	Primera etapa de educación secundaria y similar	De 40 a 44 años	2018	733,3
Ambos sexos	Primera etapa de educación secundaria y similar	De 40 a 44 años	2017	744,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 40 a 44 años	2016	730,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 40 a 44 años	2015	744,3
Ambos sexos	Primera etapa de educación secundaria y similar	De 40 a 44 años	2014	700,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 45 a 49 años	2023	773,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 45 a 49 años	2022	802,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 45 a 49 años	2021	783
Ambos sexos	Primera etapa de educación secundaria y similar	De 45 a 49 años	2020	772,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 45 a 49 años	2019	808,9
Ambos sexos	Primera etapa de educación secundaria y similar	De 45 a 49 años	2018	797,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 45 a 49 años	2017	779,8
Ambos sexos	Primera etapa de educación secundaria y similar	De 45 a 49 años	2016	781,8
Ambos sexos	Primera etapa de educación secundaria y similar	De 45 a 49 años	2015	775,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 45 a 49 años	2014	753,9
Ambos sexos	Primera etapa de educación secundaria y similar	De 50 a 54 años	2023	837,8
Ambos sexos	Primera etapa de educación secundaria y similar	De 50 a 54 años	2022	803,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 50 a 54 años	2021	787
Ambos sexos	Primera etapa de educación secundaria y similar	De 50 a 54 años	2020	808,8
Ambos sexos	Primera etapa de educación secundaria y similar	De 50 a 54 años	2019	809,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 50 a 54 años	2018	804,3
Ambos sexos	Primera etapa de educación secundaria y similar	De 50 a 54 años	2017	788,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 50 a 54 años	2016	745,8
Ambos sexos	Primera etapa de educación secundaria y similar	De 50 a 54 años	2015	715,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 50 a 54 años	2014	691,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 55 a 59 años	2023	763,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 55 a 59 años	2022	741,6
Ambos sexos	Primera etapa de educación secundaria y similar	De 55 a 59 años	2021	714,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 55 a 59 años	2020	691,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 55 a 59 años	2019	684,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 55 a 59 años	2018	672,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 55 a 59 años	2017	615,8
Ambos sexos	Primera etapa de educación secundaria y similar	De 55 a 59 años	2016	572,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 55 a 59 años	2015	514,9
Ambos sexos	Primera etapa de educación secundaria y similar	De 55 a 59 años	2014	462
Ambos sexos	Primera etapa de educación secundaria y similar	De 60 a 64 años	2023	503,9
Ambos sexos	Primera etapa de educación secundaria y similar	De 60 a 64 años	2022	474,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 60 a 64 años	2021	425,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 60 a 64 años	2020	393,6
Ambos sexos	Primera etapa de educación secundaria y similar	De 60 a 64 años	2019	378,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 60 a 64 años	2018	330,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 60 a 64 años	2017	303,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 60 a 64 años	2016	291,6
Ambos sexos	Primera etapa de educación secundaria y similar	De 60 a 64 años	2015	270,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 60 a 64 años	2014	225,2
Ambos sexos	Primera etapa de educación secundaria y similar	De 65 a 69 años	2023	73,5
Ambos sexos	Primera etapa de educación secundaria y similar	De 65 a 69 años	2022	68
Ambos sexos	Primera etapa de educación secundaria y similar	De 65 a 69 años	2021	63,4
Ambos sexos	Primera etapa de educación secundaria y similar	De 65 a 69 años	2020	44,1
Ambos sexos	Primera etapa de educación secundaria y similar	De 65 a 69 años	2019	37,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 65 a 69 años	2018	33,6
Ambos sexos	Primera etapa de educación secundaria y similar	De 65 a 69 años	2017	32,7
Ambos sexos	Primera etapa de educación secundaria y similar	De 65 a 69 años	2016	28,3
Ambos sexos	Primera etapa de educación secundaria y similar	De 65 a 69 años	2015	24
Ambos sexos	Primera etapa de educación secundaria y similar	De 65 a 69 años	2014	18,5
Ambos sexos	Primera etapa de educación secundaria y similar	70 y más años	2023	15,7
Ambos sexos	Primera etapa de educación secundaria y similar	70 y más años	2022	17,5
Ambos sexos	Primera etapa de educación secundaria y similar	70 y más años	2021	11,6
Ambos sexos	Primera etapa de educación secundaria y similar	70 y más años	2020	9,4
Ambos sexos	Primera etapa de educación secundaria y similar	70 y más años	2019	10,7
Ambos sexos	Primera etapa de educación secundaria y similar	70 y más años	2018	8,4
Ambos sexos	Primera etapa de educación secundaria y similar	70 y más años	2017	8,6
Ambos sexos	Primera etapa de educación secundaria y similar	70 y más años	2016	6
Ambos sexos	Primera etapa de educación secundaria y similar	70 y más años	2015	4,5
Ambos sexos	Primera etapa de educación secundaria y similar	70 y más años	2014	4,4
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	Total	2023	2.819,9
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	Total	2022	2.793,6
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	Total	2021	2.698,6
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	Total	2020	2.618,4
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	Total	2019	2.757,1
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	Total	2018	2.673,7
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	Total	2017	2.679,4
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	Total	2016	2.600,9
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	Total	2015	2.541,4
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	Total	2014	2.460,9
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2023	55,4
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2022	53,3
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2021	39,6
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2020	25,4
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2019	44,8
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2018	37,8
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2017	32,5
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2016	19,6
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2015	16,3
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 16 a 19 años	2014	15,7
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2023	265,7
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2022	236,2
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2021	216,5
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2020	180,3
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2019	201,5
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2018	176,9
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2017	159,5
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2016	135,1
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2015	124,8
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 20 a 24 años	2014	110,8
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2023	192,6
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2022	202,2
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2021	179,9
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2020	162,5
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2019	183
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2018	155,5
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2017	166,7
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2016	164,2
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2015	182,2
Ambos sexos	Segunda etapa de educación secundaria, con orientación general	De 25 a 29 años	2014	192,5
