Comunidades y Ciudades Autónomas	Sectores de actividad	Tipo de indicador	Componentes del coste	Periodo	Total
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos en transporte	2015	0,03
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos en transporte	2014	0,06
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos en transporte	2013	0,03
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos en transporte	2012	0,03
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos en transporte	2011	0,03
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos en transporte	2010	0,05
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos en transporte	2009	0,05
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos en transporte	2008	0,06
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2023	0,02
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2022	0,03
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2021	0,03
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2020	0,03
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2019	0,04
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2018	0,05
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2017	0,05
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2016	0,07
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2015	0,06
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2014	0,05
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2013	0,06
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2012	0,08
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2011	0,08
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2010	0,08
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2009	0,07
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Gastos de carácter social	2008	0,08
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2023	0,68
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2022	0,79
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2021	0,81
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2020	0,87
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2019	0,99
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2018	0,96
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2017	1,07
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2016	1,01
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2015	0,94
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2014	0,95
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2013	1,25
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2012	1,39
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2011	1,39
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2010	1,5
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2009	1,83
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Resto de costes	2008	1,58
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2023	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2022	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2021	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2020	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2019	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2018	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2017	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2016	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2015	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2014	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2013	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2012	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2011	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2010	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2009	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Subvenciones y deducciones	2008	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2023	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2022	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2021	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2020	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2019	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2018	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2017	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2016	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2015	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2014	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2013	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2012	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2011	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2010	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2009	..
01 Andalucía	Total CNAE	Porcentaje sobre el coste total bruto	Coste total neto	2008	..
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2023	36.098,99
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2022	34.786,28
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2021	33.430,77
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2020	31.346,07
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2019	32.683,21
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2018	33.590,34
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2017	33.458,02
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2016	33.862,22
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2015	33.988,85
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2014	34.344,57
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2013	33.838,52
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2012	32.866,46
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2011	32.140,22
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2010	31.968
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2009	30.894,52
01 Andalucía	Industria	Valor absoluto	Coste total bruto	2008	30.319,74
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2023	25.915,32
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2022	25.069,75
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2021	23.746,67
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2020	22.426,66
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2019	23.548,7
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2018	24.335,01
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2017	24.393,38
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2016	24.543,49
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2015	24.793,16
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2014	24.784
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2013	24.336,45
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2012	23.510,92
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2011	23.080,87
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2010	22.739,92
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2009	21.719,17
01 Andalucía	Industria	Valor absoluto	Sueldos y salarios	2008	21.523,1
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2023	9.109,02
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2022	8.614,74
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2021	8.289,6
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2020	7.884,12
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2019	8.074,08
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2018	8.121,93
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2017	8.025,96
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2016	8.020,08
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2015	8.058
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2014	8.003,31
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2013	7.762,17
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2012	7.596,03
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2011	7.439,55
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2010	7.263,36
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2009	7.061,7
01 Andalucía	Industria	Valor absoluto	Cotizaciones obligatorias	2008	7.064,13
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2023	216,59
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2022	223,13
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2021	268,37
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2020	217,92
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2019	198,67
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2018	244,87
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2017	279,73
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2016	251,34
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2015	267,92
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2014	312,16
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2013	332,86
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2012	269,71
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2011	380,11
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2010	321,54
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2009	322,01
01 Andalucía	Industria	Valor absoluto	Cotizaciones voluntarias	2008	258,22
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2023	278,21
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2022	318,7
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2021	298,66
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2020	295,34
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2019	194,31
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2018	199,86
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2017	129,68
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2016	286,65
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2015	75,79
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2014	152,55
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2013	235,1
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2012	258,28
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2011	252,07
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2010	392,66
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2009	566,71
01 Andalucía	Industria	Valor absoluto	Prestaciones sociales directas	2008	414,99
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2023	149,85
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2022	93,24
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2021	358,83
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2020	87,48
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2019	154,35
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2018	187,98
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2017	236,64
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2016	295,5
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2015	224,76
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2014	509,19
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2013	556,35
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2012	663,24
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2011	405,06
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2010	574,35
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2009	527,22
01 Andalucía	Industria	Valor absoluto	Indemnizaciones por despido	2008	382,05
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2023	91,81
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2022	87,89
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2021	77,34
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2020	66,78
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2019	97,63
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2018	103,95
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2017	104,56
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2016	102,51
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2015	122,92
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2014	141,1
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2013	117,43
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2012	101,23
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2011	113,2
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2010	102,79
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2009	107,13
01 Andalucía	Industria	Valor absoluto	Gastos en formación profesional	2008	98,02
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2023	22,59
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2022	19,65
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2021	17,36
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2020	17,02
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2019	22,43
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2018	37,15
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2017	40,27
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2016	42,91
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2015	37,78
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2014	52,52
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2013	38
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2012	36,92
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2011	43,34
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2010	52,35
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2009	50,63
01 Andalucía	Industria	Valor absoluto	Gastos en transporte	2008	53,43
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2023	13,62
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2022	21,74
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2021	30,63
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2020	21,16
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2019	35,24
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2018	46,58
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2017	50,73
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2016	68,26
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2015	63,9
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2014	67,39
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2013	59,9
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2012	57,64
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2011	60,48
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2010	60,79
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2009	52,7
01 Andalucía	Industria	Valor absoluto	Gastos de carácter social	2008	53,75
01 Andalucía	Industria	Valor absoluto	Resto de costes	2023	301,98
