Sexo	Tipo de contrato o relación laboral	Edad	Periodo	Total
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2018	2.914,5
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2017	2.992,5
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2016	3.096,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2015	3.158,3
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2014	3.254,1
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2013	3.334,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2012	3.476,2
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2011	3.604,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2010	3.683,2
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2009	3.721,4
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2008	3.737
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2007	3.616,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 30 a 39 años	2006	3.325,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2023	4.383,9
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2022	4.208,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2021	3.991
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2020	3.907,1
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2019	3.916,9
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2018	3.817
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2017	3.646,3
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2016	3.529,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2015	3.422,3
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2014	3.307,5
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2013	3.258,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2012	3.294,3
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2011	3.317,6
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2010	3.330,1
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2009	3.304,2
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2008	3.237,5
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2007	3.105,9
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 40 a 49 años	2006	2.969,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2023	3.733
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2022	3.483,2
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2021	3.297,5
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2020	3.223,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2019	3.168,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2018	2.997,4
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2017	2.872,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2016	2.741,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2015	2.631,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2014	2.468,1
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2013	2.396
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2012	2.399,9
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2011	2.393,6
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2010	2.305,4
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2009	2.231
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2008	2.150,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2007	2.046,5
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 50 a 59 años	2006	1.886,4
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2023	1.191
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2022	1.092,3
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2021	999,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2020	910,1
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2019	817,3
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2018	752,4
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2017	704,3
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2016	639
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2015	597,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2014	542,4
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2013	489,2
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2012	495,8
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2011	505,9
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2010	491,9
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2009	499
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2008	486,9
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2007	456,3
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	De 60 a 69 años	2006	423,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2023	12,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2022	13
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2021	10,5
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2020	13,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2019	13,4
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2018	10,6
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2017	10,6
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2016	7,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2015	7,6
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2014	8,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2013	8,6
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2012	11,7
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2011	11
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2010	9,9
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2009	8,2
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2008	8,6
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2007	10
Ambos sexos	De duración indefinida: Permanente a lo largo del tiempo	70 y más años	2006	9
Ambos sexos	De duración indefinida: Discontinuo	Total	2023	643,2
Ambos sexos	De duración indefinida: Discontinuo	Total	2022	503,6
Ambos sexos	De duración indefinida: Discontinuo	Total	2021	349,2
Ambos sexos	De duración indefinida: Discontinuo	Total	2020	336,2
Ambos sexos	De duración indefinida: Discontinuo	Total	2019	372,8
Ambos sexos	De duración indefinida: Discontinuo	Total	2018	352,2
Ambos sexos	De duración indefinida: Discontinuo	Total	2017	339,7
Ambos sexos	De duración indefinida: Discontinuo	Total	2016	314,3
Ambos sexos	De duración indefinida: Discontinuo	Total	2015	279,7
Ambos sexos	De duración indefinida: Discontinuo	Total	2014	271,1
Ambos sexos	De duración indefinida: Discontinuo	Total	2013	263,5
Ambos sexos	De duración indefinida: Discontinuo	Total	2012	258
Ambos sexos	De duración indefinida: Discontinuo	Total	2011	258,2
Ambos sexos	De duración indefinida: Discontinuo	Total	2010	239,3
Ambos sexos	De duración indefinida: Discontinuo	Total	2009	223,1
Ambos sexos	De duración indefinida: Discontinuo	Total	2008	223,2
Ambos sexos	De duración indefinida: Discontinuo	Total	2007	243,8
Ambos sexos	De duración indefinida: Discontinuo	Total	2006	205,8
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2023	7,8
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2022	5,1
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2021	0,9
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2020	0,9
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2019	1,4
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2018	1,3
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2017	0,6
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2016	0,4
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2015	0,4
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2014	0,1
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2013	0,5
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2012	0,3
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2011	1,3
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2010	0,8
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2009	2,4
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2008	2,3
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2007	2,1
Ambos sexos	De duración indefinida: Discontinuo	De 16 a 19 años	2006	3,3
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2023	53,9
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2022	28,4
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2021	8,5
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2020	9,1
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2019	10
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2018	10
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2017	9,3
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2016	6,8
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2015	6,7
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2014	5
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2013	9,8
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2012	9,3
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2011	11,4
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2010	10,8
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2009	9,6
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2008	9,3
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2007	14,3
Ambos sexos	De duración indefinida: Discontinuo	De 20 a 24 años	2006	11,8
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2023	61,6
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2022	41,6
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2021	23,5
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2020	27,7
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2019	28,3
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2018	27,3
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2017	26,7
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2016	24,5
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2015	18,2
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2014	19
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2013	23,4
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2012	26,1
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2011	21,6
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2010	19,2
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2009	20,6
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2008	20,3
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2007	28,2
Ambos sexos	De duración indefinida: Discontinuo	De 25 a 29 años	2006	21,5
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2023	144,7
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2022	107,4
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2021	77
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2020	76,1
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2019	82,1
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2018	81,2
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2017	74
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2016	80,7
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2015	73,9
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2014	69,2
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2013	68,2
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2012	68,8
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2011	67,6
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2010	67
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2009	58
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2008	60,8
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2007	61,9
Ambos sexos	De duración indefinida: Discontinuo	De 30 a 39 años	2006	62,7
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2023	172,1
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2022	142,9
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2021	98,8
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2020	95,6
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2019	117,9
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2018	107,7
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2017	106,1
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2016	98,9
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2015	92,7
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2014	92,3
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2013	84
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2012	80,6
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2011	81
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2010	78,8
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2009	72,9
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2008	73,4
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2007	81,6
Ambos sexos	De duración indefinida: Discontinuo	De 40 a 49 años	2006	63,1
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2023	154,3
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2022	131,5
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2021	103,2
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2020	97,5
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2019	105
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2018	99,5
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2017	94,9
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2016	80,4
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2015	72
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2014	71,6
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2013	58,9
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2012	57,9
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2011	62,3
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2010	50,9
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2009	45,9
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2008	43,9
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2007	45,1
Ambos sexos	De duración indefinida: Discontinuo	De 50 a 59 años	2006	34,8
Ambos sexos	De duración indefinida: Discontinuo	De 60 a 69 años	2023	48,5
Ambos sexos	De duración indefinida: Discontinuo	De 60 a 69 años	2022	46,4
Ambos sexos	De duración indefinida: Discontinuo	De 60 a 69 años	2021	37,2
Ambos sexos	De duración indefinida: Discontinuo	De 60 a 69 años	2020	28,8
Ambos sexos	De duración indefinida: Discontinuo	De 60 a 69 años	2019	28,1
Ambos sexos	De duración indefinida: Discontinuo	De 60 a 69 años	2018	25,2
