Sexo	Edad	Nivel de formación alcanzado	Periodo	Total
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2020	62,4
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2019	50,6
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2018	58,5
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2017	68
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2016	65,9
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2015	74,8
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria, con orientación general	2014	80,9
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	43,2
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	41
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	48,9
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	45,2
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	44,1
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	49,9
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	52,6
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	59
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	63,4
Mujeres	De 45 a 54 años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	64,1
Mujeres	De 45 a 54 años	Educación superior	2023	111,5
Mujeres	De 45 a 54 años	Educación superior	2022	113,3
Mujeres	De 45 a 54 años	Educación superior	2021	123,8
Mujeres	De 45 a 54 años	Educación superior	2020	118
Mujeres	De 45 a 54 años	Educación superior	2019	107,6
Mujeres	De 45 a 54 años	Educación superior	2018	99,1
Mujeres	De 45 a 54 años	Educación superior	2017	103,5
Mujeres	De 45 a 54 años	Educación superior	2016	111,6
Mujeres	De 45 a 54 años	Educación superior	2015	116,2
Mujeres	De 45 a 54 años	Educación superior	2014	110,2
Mujeres	55 y más años	Total	2023	293,7
Mujeres	55 y más años	Total	2022	279,2
Mujeres	55 y más años	Total	2021	303
Mujeres	55 y más años	Total	2020	255,6
Mujeres	55 y más años	Total	2019	243,3
Mujeres	55 y más años	Total	2018	247,2
Mujeres	55 y más años	Total	2017	248,7
Mujeres	55 y más años	Total	2016	263,1
Mujeres	55 y más años	Total	2015	263,9
Mujeres	55 y más años	Total	2014	254,9
Mujeres	55 y más años	Analfabetos	2023	4,6
Mujeres	55 y más años	Analfabetos	2022	3
Mujeres	55 y más años	Analfabetos	2021	2,2
Mujeres	55 y más años	Analfabetos	2020	5,6
Mujeres	55 y más años	Analfabetos	2019	3,1
Mujeres	55 y más años	Analfabetos	2018	4
Mujeres	55 y más años	Analfabetos	2017	4,4
Mujeres	55 y más años	Analfabetos	2016	2,7
Mujeres	55 y más años	Analfabetos	2015	5,7
Mujeres	55 y más años	Analfabetos	2014	4,1
Mujeres	55 y más años	Estudios primarios incompletos	2023	7,9
Mujeres	55 y más años	Estudios primarios incompletos	2022	6,2
Mujeres	55 y más años	Estudios primarios incompletos	2021	9
Mujeres	55 y más años	Estudios primarios incompletos	2020	7,2
Mujeres	55 y más años	Estudios primarios incompletos	2019	8,2
Mujeres	55 y más años	Estudios primarios incompletos	2018	13,9
Mujeres	55 y más años	Estudios primarios incompletos	2017	13,9
Mujeres	55 y más años	Estudios primarios incompletos	2016	17,4
Mujeres	55 y más años	Estudios primarios incompletos	2015	17,1
Mujeres	55 y más años	Estudios primarios incompletos	2014	20,9
Mujeres	55 y más años	Educación primaria	2023	28,8
Mujeres	55 y más años	Educación primaria	2022	26,5
Mujeres	55 y más años	Educación primaria	2021	31,3
Mujeres	55 y más años	Educación primaria	2020	32,2
Mujeres	55 y más años	Educación primaria	2019	31,2
Mujeres	55 y más años	Educación primaria	2018	37,8
Mujeres	55 y más años	Educación primaria	2017	44,7
Mujeres	55 y más años	Educación primaria	2016	47,2
Mujeres	55 y más años	Educación primaria	2015	61,5
Mujeres	55 y más años	Educación primaria	2014	67,6
Mujeres	55 y más años	Primera etapa de educación secundaria y similar	2023	118,1
Mujeres	55 y más años	Primera etapa de educación secundaria y similar	2022	112,6
Mujeres	55 y más años	Primera etapa de educación secundaria y similar	2021	122,7
Mujeres	55 y más años	Primera etapa de educación secundaria y similar	2020	104,6
Mujeres	55 y más años	Primera etapa de educación secundaria y similar	2019	101,6
Mujeres	55 y más años	Primera etapa de educación secundaria y similar	2018	99,4
Mujeres	55 y más años	Primera etapa de educación secundaria y similar	2017	101,3
Mujeres	55 y más años	Primera etapa de educación secundaria y similar	2016	106,7
Mujeres	55 y más años	Primera etapa de educación secundaria y similar	2015	101,3
Mujeres	55 y más años	Primera etapa de educación secundaria y similar	2014	90,1
Mujeres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2023	40,9
Mujeres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2022	44,2
Mujeres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2021	48,3
Mujeres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2020	36,8
Mujeres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2019	33,8
Mujeres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2018	33
Mujeres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2017	25,4
Mujeres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2016	27,9
Mujeres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2015	28,4
Mujeres	55 y más años	Segunda etapa de educación secundaria, con orientación general	2014	30,1
Mujeres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023	33
Mujeres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022	29,8
Mujeres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021	28,4
Mujeres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020	23
Mujeres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019	24,5
Mujeres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018	21,6
Mujeres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017	23,2
Mujeres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016	23,6
Mujeres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015	20,5
Mujeres	55 y más años	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014	17,6
Mujeres	55 y más años	Educación superior	2023	60,4
Mujeres	55 y más años	Educación superior	2022	57
Mujeres	55 y más años	Educación superior	2021	61,1
Mujeres	55 y más años	Educación superior	2020	46,2
Mujeres	55 y más años	Educación superior	2019	40,9
Mujeres	55 y más años	Educación superior	2018	37,5
Mujeres	55 y más años	Educación superior	2017	35,9
Mujeres	55 y más años	Educación superior	2016	37,7
Mujeres	55 y más años	Educación superior	2015	29,5
Mujeres	55 y más años	Educación superior	2014	24,5
