Rama de actividad - CNAE2009	Sexo	Tipo de dato	Periodo	Total
02 Silvicultura y explotación forestal	Mujeres	Valor absoluto	2011	4,4
02 Silvicultura y explotación forestal	Mujeres	Valor absoluto	2010	3,8
02 Silvicultura y explotación forestal	Mujeres	Valor absoluto	2009	2,8
02 Silvicultura y explotación forestal	Mujeres	Valor absoluto	2008	4
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2023	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2022	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2021	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2020	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2019	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2018	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2017	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2016	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2015	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2014	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2013	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2012	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2011	0,1
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2010	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2009	0
02 Silvicultura y explotación forestal	Mujeres	Porcentaje	2008	0
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2023	35,9
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2022	37,6
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2021	35,6
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2020	41,4
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2019	39,2
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2018	39,7
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2017	40,7
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2016	36,6
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2015	31,8
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2014	33,5
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2013	37,2
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2012	39,9
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2011	34
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2010	37
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2009	42,5
03 Pesca y acuicultura	Ambos sexos	Valor absoluto	2008	48,8
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2023	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2022	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2021	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2020	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2019	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2018	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2017	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2016	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2015	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2014	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2013	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2012	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2011	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2010	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2009	0,2
03 Pesca y acuicultura	Ambos sexos	Porcentaje	2008	0,2
03 Pesca y acuicultura	Hombres	Valor absoluto	2023	29,9
03 Pesca y acuicultura	Hombres	Valor absoluto	2022	32,1
03 Pesca y acuicultura	Hombres	Valor absoluto	2021	29,9
03 Pesca y acuicultura	Hombres	Valor absoluto	2020	37
03 Pesca y acuicultura	Hombres	Valor absoluto	2019	34,9
03 Pesca y acuicultura	Hombres	Valor absoluto	2018	34,7
03 Pesca y acuicultura	Hombres	Valor absoluto	2017	34,5
03 Pesca y acuicultura	Hombres	Valor absoluto	2016	31,1
03 Pesca y acuicultura	Hombres	Valor absoluto	2015	28,7
03 Pesca y acuicultura	Hombres	Valor absoluto	2014	29,5
03 Pesca y acuicultura	Hombres	Valor absoluto	2013	31,5
03 Pesca y acuicultura	Hombres	Valor absoluto	2012	34,4
03 Pesca y acuicultura	Hombres	Valor absoluto	2011	28,5
03 Pesca y acuicultura	Hombres	Valor absoluto	2010	31,4
03 Pesca y acuicultura	Hombres	Valor absoluto	2009	35,4
03 Pesca y acuicultura	Hombres	Valor absoluto	2008	40,6
03 Pesca y acuicultura	Hombres	Porcentaje	2023	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2022	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2021	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2020	0,4
03 Pesca y acuicultura	Hombres	Porcentaje	2019	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2018	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2017	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2016	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2015	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2014	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2013	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2012	0,4
03 Pesca y acuicultura	Hombres	Porcentaje	2011	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2010	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2009	0,3
03 Pesca y acuicultura	Hombres	Porcentaje	2008	0,3
03 Pesca y acuicultura	Mujeres	Valor absoluto	2023	6
03 Pesca y acuicultura	Mujeres	Valor absoluto	2022	5,5
03 Pesca y acuicultura	Mujeres	Valor absoluto	2021	5,8
03 Pesca y acuicultura	Mujeres	Valor absoluto	2020	4,4
03 Pesca y acuicultura	Mujeres	Valor absoluto	2019	4,3
03 Pesca y acuicultura	Mujeres	Valor absoluto	2018	5
03 Pesca y acuicultura	Mujeres	Valor absoluto	2017	6,2
03 Pesca y acuicultura	Mujeres	Valor absoluto	2016	5,6
03 Pesca y acuicultura	Mujeres	Valor absoluto	2015	3,1
03 Pesca y acuicultura	Mujeres	Valor absoluto	2014	4
03 Pesca y acuicultura	Mujeres	Valor absoluto	2013	5,7
03 Pesca y acuicultura	Mujeres	Valor absoluto	2012	5,5
03 Pesca y acuicultura	Mujeres	Valor absoluto	2011	5,5
03 Pesca y acuicultura	Mujeres	Valor absoluto	2010	5,6
03 Pesca y acuicultura	Mujeres	Valor absoluto	2009	7,1
03 Pesca y acuicultura	Mujeres	Valor absoluto	2008	8,2
03 Pesca y acuicultura	Mujeres	Porcentaje	2023	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2022	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2021	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2020	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2019	0
03 Pesca y acuicultura	Mujeres	Porcentaje	2018	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2017	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2016	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2015	0
03 Pesca y acuicultura	Mujeres	Porcentaje	2014	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2013	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2012	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2011	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2010	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2009	0,1
03 Pesca y acuicultura	Mujeres	Porcentaje	2008	0,1
B Industrias extractivas	Ambos sexos	Valor absoluto	2023	31,2
B Industrias extractivas	Ambos sexos	Valor absoluto	2022	29
B Industrias extractivas	Ambos sexos	Valor absoluto	2021	31,5
B Industrias extractivas	Ambos sexos	Valor absoluto	2020	33,1
B Industrias extractivas	Ambos sexos	Valor absoluto	2019	32,6
B Industrias extractivas	Ambos sexos	Valor absoluto	2018	33,5
B Industrias extractivas	Ambos sexos	Valor absoluto	2017	33,2
B Industrias extractivas	Ambos sexos	Valor absoluto	2016	30,5
B Industrias extractivas	Ambos sexos	Valor absoluto	2015	33,6
B Industrias extractivas	Ambos sexos	Valor absoluto	2014	31,5
B Industrias extractivas	Ambos sexos	Valor absoluto	2013	29,9
B Industrias extractivas	Ambos sexos	Valor absoluto	2012	37
B Industrias extractivas	Ambos sexos	Valor absoluto	2011	42
B Industrias extractivas	Ambos sexos	Valor absoluto	2010	45,6
B Industrias extractivas	Ambos sexos	Valor absoluto	2009	44,4
B Industrias extractivas	Ambos sexos	Valor absoluto	2008	52,7
B Industrias extractivas	Ambos sexos	Porcentaje	2023	0,1
B Industrias extractivas	Ambos sexos	Porcentaje	2022	0,1
B Industrias extractivas	Ambos sexos	Porcentaje	2021	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2020	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2019	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2018	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2017	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2016	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2015	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2014	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2013	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2012	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2011	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2010	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2009	0,2
B Industrias extractivas	Ambos sexos	Porcentaje	2008	0,3
B Industrias extractivas	Hombres	Valor absoluto	2023	27
B Industrias extractivas	Hombres	Valor absoluto	2022	24,2
B Industrias extractivas	Hombres	Valor absoluto	2021	27,4
B Industrias extractivas	Hombres	Valor absoluto	2020	26,9
B Industrias extractivas	Hombres	Valor absoluto	2019	28,4
B Industrias extractivas	Hombres	Valor absoluto	2018	30,3
B Industrias extractivas	Hombres	Valor absoluto	2017	31,3
B Industrias extractivas	Hombres	Valor absoluto	2016	27
B Industrias extractivas	Hombres	Valor absoluto	2015	30,4
B Industrias extractivas	Hombres	Valor absoluto	2014	27,2
B Industrias extractivas	Hombres	Valor absoluto	2013	26
B Industrias extractivas	Hombres	Valor absoluto	2012	32,3
B Industrias extractivas	Hombres	Valor absoluto	2011	38,1
B Industrias extractivas	Hombres	Valor absoluto	2010	42,4
B Industrias extractivas	Hombres	Valor absoluto	2009	40,8
B Industrias extractivas	Hombres	Valor absoluto	2008	48,1
B Industrias extractivas	Hombres	Porcentaje	2023	0,2
B Industrias extractivas	Hombres	Porcentaje	2022	0,2
B Industrias extractivas	Hombres	Porcentaje	2021	0,3
B Industrias extractivas	Hombres	Porcentaje	2020	0,3
B Industrias extractivas	Hombres	Porcentaje	2019	0,3
B Industrias extractivas	Hombres	Porcentaje	2018	0,3
B Industrias extractivas	Hombres	Porcentaje	2017	0,3
B Industrias extractivas	Hombres	Porcentaje	2016	0,3
B Industrias extractivas	Hombres	Porcentaje	2015	0,3
B Industrias extractivas	Hombres	Porcentaje	2014	0,3
B Industrias extractivas	Hombres	Porcentaje	2013	0,3
B Industrias extractivas	Hombres	Porcentaje	2012	0,3
B Industrias extractivas	Hombres	Porcentaje	2011	0,4
B Industrias extractivas	Hombres	Porcentaje	2010	0,4
B Industrias extractivas	Hombres	Porcentaje	2009	0,4
B Industrias extractivas	Hombres	Porcentaje	2008	0,4
B Industrias extractivas	Mujeres	Valor absoluto	2023	4,2
B Industrias extractivas	Mujeres	Valor absoluto	2022	4,9
B Industrias extractivas	Mujeres	Valor absoluto	2021	4,1
B Industrias extractivas	Mujeres	Valor absoluto	2020	6,2
B Industrias extractivas	Mujeres	Valor absoluto	2019	4,2
B Industrias extractivas	Mujeres	Valor absoluto	2018	3,2
B Industrias extractivas	Mujeres	Valor absoluto	2017	2
B Industrias extractivas	Mujeres	Valor absoluto	2016	3,5
B Industrias extractivas	Mujeres	Valor absoluto	2015	3,2
B Industrias extractivas	Mujeres	Valor absoluto	2014	4,3
B Industrias extractivas	Mujeres	Valor absoluto	2013	3,9
B Industrias extractivas	Mujeres	Valor absoluto	2012	4,7
B Industrias extractivas	Mujeres	Valor absoluto	2011	3,9
B Industrias extractivas	Mujeres	Valor absoluto	2010	3,2
B Industrias extractivas	Mujeres	Valor absoluto	2009	3,6
B Industrias extractivas	Mujeres	Valor absoluto	2008	4,7
B Industrias extractivas	Mujeres	Porcentaje	2023	0
B Industrias extractivas	Mujeres	Porcentaje	2022	0,1
B Industrias extractivas	Mujeres	Porcentaje	2021	0
B Industrias extractivas	Mujeres	Porcentaje	2020	0,1
B Industrias extractivas	Mujeres	Porcentaje	2019	0
B Industrias extractivas	Mujeres	Porcentaje	2018	0
B Industrias extractivas	Mujeres	Porcentaje	2017	0
B Industrias extractivas	Mujeres	Porcentaje	2016	0
B Industrias extractivas	Mujeres	Porcentaje	2015	0
B Industrias extractivas	Mujeres	Porcentaje	2014	0,1
B Industrias extractivas	Mujeres	Porcentaje	2013	0
B Industrias extractivas	Mujeres	Porcentaje	2012	0,1
B Industrias extractivas	Mujeres	Porcentaje	2011	0
B Industrias extractivas	Mujeres	Porcentaje	2010	0
B Industrias extractivas	Mujeres	Porcentaje	2009	0
B Industrias extractivas	Mujeres	Porcentaje	2008	0,1
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2023	1
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2022	0,5
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2021	1,3
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2020	2,3
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2019	2
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2018	3,3
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2017	3,4
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2016	3,4
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2015	4,1
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2014	4,8
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2013	4,3
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2012	6,1
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2011	6,8
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2010	6,5
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2009	5,8
05 Extracción de antracita, hulla y lignito	Ambos sexos	Valor absoluto	2008	5,8
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2023	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2022	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2021	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2020	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2019	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2018	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2017	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2016	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2015	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2014	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2013	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2012	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2011	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2010	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2009	0
05 Extracción de antracita, hulla y lignito	Ambos sexos	Porcentaje	2008	0
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2023	0,9
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2022	0,4
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2021	1
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2020	2
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2019	1,8
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2018	2,9
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2017	3
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2016	3,2
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2015	3,6
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2014	4,3
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2013	4,1
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2012	6
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2011	6,4
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2010	6,3
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2009	5,6
05 Extracción de antracita, hulla y lignito	Hombres	Valor absoluto	2008	5,4
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2023	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2022	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2021	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2020	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2019	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2018	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2017	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2016	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2015	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2014	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2013	0
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2012	0,1
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2011	0,1
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2010	0,1
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2009	0,1
05 Extracción de antracita, hulla y lignito	Hombres	Porcentaje	2008	0
05 Extracción de antracita, hulla y lignito	Mujeres	Valor absoluto	2023	0,1
05 Extracción de antracita, hulla y lignito	Mujeres	Valor absoluto	2022	0,1
05 Extracción de antracita, hulla y lignito	Mujeres	Valor absoluto	2021	0,4
05 Extracción de antracita, hulla y lignito	Mujeres	Valor absoluto	2020	0,2
05 Extracción de antracita, hulla y lignito	Mujeres	Valor absoluto	2019	0,1
05 Extracción de antracita, hulla y lignito	Mujeres	Valor absoluto	2018	0,4
